Code,Subject Name,Year,Type,School
FIN 530,Foundations in Risk Management,2022,Regular,GIES
FIN 532,Managing Market Risks for Financial Institutions,2022,Regular,GIES
FIN 535,Wealth Management,2022,Regular,GIES
FIN 545,Real Estate Investment,2022,Regular,GIES
FIN 550,Big Data Analytics in Finance for Predictive and Causal Analysis,2022,Regular,GIES
FIN 552,Applied Financial Econometrics,2022,Regular,GIES
FIN 553,Machine Learning in Finance,2022,Regular,GIES
FIN 556,Algorithmic Market Microstructure,2022,Regular,GIES
FIN 572,The Finance of Mergers and Acquisitions,2022,Regular,GIES
FIN 573,Applications of Investment Banking Concepts,2022,Regular,GIES
FIN 580,Special Topics in Finance,2022,Sustainability,GIES
FIN 581,Professional Development,2022,Regular,GIES
FIN 582,Project Management,2022,Regular,GIES
FIN 583,Practicum,2022,Regular,GIES
FIN 589,Applied Portfolio Management,2022,Regular,GIES
FIN 590,Individual Study and Research,2022,Regular,GIES
FIN 591,Theory of Finance,2022,Regular,GIES
FIN 594,Seminar in Corporate Finance,2022,Regular,GIES
FIN 599,Thesis Research,2022,Regular,GIES
FLTE 475,Learning to Teach World Language,2022,Regular,LAS
FLTE 478,Secondary World Language Teaching,2022,Regular,LAS
FR 101,Elementary French I,2022,Regular,Unknown
FR 102,Elementary French II,2022,Regular,Unknown
FR 103,Intermediate French I,2022,Regular,Unknown
FR 104,Intermediate French II,2022,Regular,Unknown
FR 156,Exploring Paris,2022,Regular,Unknown
FR 199,Undergraduate Open Seminar,2022,Regular,Unknown
FR 205,French in Conversation,2022,Regular,Unknown
FR 207,Writing and Grammar Workshop,2022,Regular,Unknown
FR 211,Introduction to Literary Studies,2022,Regular,Unknown
FR 314,Advanced Grammar and Writing,2022,Regular,Unknown
FR 337,Contemporary France,2022,Regular,Unknown
FR 385,Politics of the European Union,2022,Regular,Unknown
FR 390,Indiv Study Major Tutorial,2022,Regular,Unknown
FR 419,Techniques in Translation,2022,Regular,Unknown
FR 460,Principles of Language Testing,2022,Regular,Unknown
FR 481,Theoretical Foundations of SLA,2022,Regular,Unknown
FR 492,Senior Thesis,2022,Regular,Unknown
FR 505,Teaching College and Secondary Foreign Language,2022,Regular,Unknown
FR 572,Seminar 17thC French Lit,2022,Regular,Unknown
FR 579,Seminar in French Literature,2022,Regular,Unknown
FR 584,Theories in Second Language Acquisition,2022,Regular,Unknown
FR 588,Sem Second Lang Learn,2022,Regular,Unknown
FR 591,Individual Topics,2022,Regular,Unknown
FR 599,Thesis Research,2022,Regular,Unknown
FSHN 101,The Science of Food and How it Relates to You,2022,Regular,ACES
FSHN 120,Contemporary Nutrition,2022,Regular,ACES
FSHN 125,Intro to Human Nutrition,2022,Regular,ACES
FSHN 130,Introduction to Food Science,2022,Regular,ACES
FSHN 140,Introduction to Hospitality,2022,Regular,ACES
FSHN 150,Introduction to Dietetics,2022,Regular,ACES
FSHN 175,Science of Fermented Foods,2022,Regular,ACES
FSHN 193,Edible Entrepreneurialism - Feeding Ideas for the Future,2022,Regular,ACES
FSHN 199,Undergraduate Open Seminar,2022,Regular,ACES
FSHN 220,Principles of Nutrition,2022,Regular,ACES
FSHN 230,Food Sci Professional Issues,2022,Regular,ACES
FSHN 231,Food Systems: Cacao & Chocolate,2022,Regular,ACES
FSHN 232,Science of Food Preparation,2022,Regular,ACES
FSHN 249,Food Service Sanitation,2022,Regular,ACES
FSHN 250,Nutritional Physiology I,2022,Regular,ACES
FSHN 293,Off Campus Internship,2022,Regular,ACES
FSHN 294,On Campus Internship,2022,Regular,ACES
FSHN 295,UG Research or Thesis,2022,Regular,ACES
FSHN 302,Sensory Evaluation of Foods,2022,Regular,ACES
FSHN 340,Food Production and Service,2022,Regular,ACES
FSHN 343,"Foundations in Beverage Management: Introduction to Wine, Beer and Spirits",2022,Regular,ACES
FSHN 345,Strategic Operations Management,2022,Regular,ACES
FSHN 396,UG Honors Research or Thesis,2022,Regular,ACES
FSHN 398,Undergraduate Seminar,2022,Regular,ACES
FSHN 414,Food Chemistry,2022,Regular,ACES
FSHN 416,Food Chemistry Laboratory,2022,Regular,ACES
FSHN 417,Neuroscience of Eating & Drinking,2022,Regular,ACES
FSHN 419,Food Ingredient Technology,2022,Regular,ACES
FSHN 420,Nutritional Aspects of Disease,2022,Regular,ACES
FSHN 422,Introduction to Personalized Nutrition,2022,Regular,ACES
FSHN 423,Advances in Foods & Nutrition,2022,Regular,ACES
FSHN 426,Biochemical Nutrition I,2022,Regular,ACES
FSHN 428,Community Nutrition,2022,Regular,ACES
FSHN 440,Applied Statistical Methods I,2022,Regular,ACES
FSHN 441,Services Management,2022,Regular,ACES
FSHN 450,Dietetics: Professional Issues,2022,Regular,ACES
FSHN 453,Nutrition for Performance,2022,Regular,ACES
FSHN 460,Food Processing Engineering,2022,Regular,ACES
FSHN 464,Beverage Science & Technology,2022,Regular,ACES
FSHN 465,Principles of Food Technology,2022,Regular,ACES
FSHN 480,Basic Toxicology,2022,Regular,ACES
FSHN 483,Food Processing Unit Operations II,2022,Regular,ACES
FSHN 484,Food Processing Unit Operations II Lab,2022,Regular,ACES
FSHN 499,Cur Topics in FS & Human Nutr,2022,Sustainability,ACES
FSHN 510,Topics in Nutrition Research,2022,Regular,ACES
FSHN 514,Advanced Food Chemistry,2022,Regular,ACES
FSHN 519,Flavor Chemistry and Analysis,2022,Regular,ACES
FSHN 521,Molecular Basis of Metabolic Syndrome and Weight Management,2022,Regular,ACES
FSHN 527,Advanced Vitamins and Minerals: Regulations of Metabolism,2022,Regular,ACES
FSHN 580,"Ethics in Research, IRB and IACUC",2022,Regular,ACES
FSHN 590,Dietetic Internship I,2022,Regular,ACES
FSHN 592,Graduate Internship Experience,2022,Regular,ACES
FSHN 593,Seminar in Foods and Nutrition,2022,Regular,ACES
FSHN 595,Advanced Topics in Food Science and Human Nutrition,2022,Regular,ACES
FSHN 597,Graduate Seminar,2022,Regular,ACES
FSHN 598,Advanced Special Problems,2022,Regular,ACES
FSHN 599,Thesis Research,2022,Regular,ACES
GC 498,Graduate Domestic Study Away,2022,Regular,Unknown
GC 599,Thesis Research,2022,Regular,Unknown
GEOL 100,Planet Earth,2022,Sustainability,ESE
GEOL 107,Physical Geology,2022,Sustainability,ESE
GEOL 118,Natural Disasters,2022,Sustainability,ESE
GEOL 143,History of Life,2022,Regular,ESE
GEOL 199,Undergraduate Open Seminar,2022,Regular,ESE
GEOL 201,History of Geology,2022,Regular,ESE
GEOL 208,History of the Earth System,2022,Regular,ESE
GEOL 350,Volcanoes,2022,Regular,ESE
GEOL 370,"Water Planet, Water Crisis",2022,Regular,ESE
GEOL 390,Individual Study,2022,Regular,ESE
GEOL 391,Individual Honors Study,2022,Regular,ESE
GEOL 406,Fluvial Geomorphology,2022,Regular,ESE
GEOL 407,Foundations of CyberGIS & Geospatial Data Science,2022,Regular,ESE
GEOL 411,Structural Geol and Tectonics,2022,Regular,ESE
GEOL 415,Field Geology,2022,Regular,ESE
GEOL 432,Mineralogy and Mineral Optics,2022,Regular,ESE
GEOL 451,Environmental Geophysics,2022,Sustainability,ESE
GEOL 460,Geochemistry,2022,Sustainability,ESE
GEOL 470,Introduction to Hydrogeology,2022,Regular,ESE
GEOL 485,Risk Analysis in Earth Science,2022,Regular,ESE
GEOL 486,Environmental Consulting,2022,Regular,ESE
GEOL 490,Undergraduate Research,2022,Regular,ESE
GEOL 491,Honors Undergraduate Research,2022,Regular,ESE
GEOL 492,Senior Thesis,2022,Regular,ESE
GEOL 493,Honors Senior Thesis,2022,Regular,ESE
GEOL 497,Special Topics in Geology,2022,Regular,ESE
GEOL 515,Advanced Field Geology,2022,Regular,ESE
GEOL 517,Data Science for the Geosciences,2022,Regular,ESE
GEOL 562,Isotope Geology,2022,Regular,ESE
GEOL 565,Water Chemistry & Bioremediation,2022,Sustainability,ESE
GEOL 571,Contaminant Fate and Transport,2022,Sustainability,ESE
GEOL 591,Current Research in Geoscience,2022,Regular,ESE
GEOL 593,Advanced Studies in Geology,2022,Sustainability,ESE
GEOL 599,Thesis Research,2022,Regular,ESE
GER 101,Beginning German I,2022,Regular,LAS
GER 102,Beginning German II,2022,Regular,LAS
GER 103,Intermediate German I,2022,Regular,LAS
GER 104,Intermediate German II,2022,Regular,LAS
GER 191,Freshman Honors Tutorial,2022,Regular,LAS
GER 199,Undergraduate Open Seminar,2022,Regular,LAS
GER 211,Conversation and Writing I,2022,Regular,LAS
GER 212,Conversation and Writing II,2022,Regular,LAS
GER 251,Grimm's Fairy Tales in Context,2022,Regular,LAS
GER 270,Sexuality and Literature,2022,Regular,LAS
GER 299,Study Abroad,2022,Regular,LAS
GER 320,German for Business,2022,Regular,LAS
GER 331,Intro to German Literature,2022,Regular,LAS
GER 385,Politics of the European Union,2022,Regular,LAS
GER 460,Principles of Language Testing,2022,Regular,LAS
GER 473,1920s to Today,2022,Regular,LAS
GER 489,Theoretical Foundations of SLA,2022,Regular,LAS
GER 491,Honors Senior Thesis,2022,Regular,LAS
GER 496,Special Topics German Studies,2022,Regular,LAS
GER 500,Readings in German Grads I,2022,Regular,LAS
GER 511,Applied Literary Translation I,2022,Regular,LAS
GER 575,20thC German Studies,2022,Regular,LAS
GER 582,German Language Teaching,2022,Regular,LAS
GER 584,Theories in Second Language Acquisition,2022,Regular,LAS
GER 588,Sem Second Lang Learn,2022,Regular,LAS
GER 593,Research in Special Topics,2022,Regular,LAS
GER 599,Thesis Research,2022,Regular,LAS
GGIS 100,Introduction to Meteorology,2022,Regular,ESE
GGIS 101,Global Development & Environment,2022,Regular,ESE
GGIS 103,Earth's Physical Systems,2022,Sustainability,ESE
GGIS 104,Social and Cultural Geography,2022,Sustainability,ESE
GGIS 105,The Digital Earth,2022,Sustainability,ESE
GGIS 106,Geographies of Globalization,2022,Regular,ESE
GGIS 204,Cities of the World,2022,Sustainability,ESE
GGIS 210,Social & Environmental Issues,2022,Regular,ESE
GGIS 224,Environmental Data Science,2022,Sustainability,ESE
GGIS 280,Intro to Social Statistics,2022,Regular,ESE
GGIS 287,Environment and Society,2022,Regular,ESE
GGIS 370,"Water Planet, Water Crisis",2022,Regular,ESE
GGIS 371,Spatial Analysis,2022,Regular,ESE
GGIS 379,Introduction to Geographic Information Systems,2022,Regular,ESE
GGIS 380,Spatial Problem Solving,2022,Regular,ESE
GGIS 390,Independent Study,2022,Regular,ESE
GGIS 391,Honors Independent Study,2022,Regular,ESE
GGIS 392,Geography & GIS Internship,2022,Regular,ESE
GGIS 406,Fluvial Geomorphology,2022,Regular,ESE
GGIS 407,Foundations of CyberGIS & Geospatial Data Science,2022,Regular,ESE
GGIS 410,Green Development,2022,Sustainability,ESE
GGIS 412,Geospatial Technology & Society,2022,Sustainability,ESE
GGIS 466,Environmental Policy,2022,Regular,ESE
GGIS 471,Modern Geographic Thought,2022,Regular,ESE
GGIS 473,Digital Cartography & Map Design,2022,Regular,ESE
GGIS 477,Introduction to Remote Sensing,2022,Sustainability,ESE
GGIS 480,Principles of Geographic Information Science,2022,Regular,ESE
GGIS 527,Geospatial Artificial Intelligence & Machine Learning,2022,Regular,ESE
GGIS 560,Spatial Epidemiology,2022,Regular,ESE
GGIS 587,Qualitative Research Methods,2022,Regular,ESE
GGIS 590,Graduate Independent Study,2022,Regular,ESE
GGIS 593,Geography & GIS Colloquium,2022,Regular,ESE
GGIS 595,Graduate Seminar,2022,Regular,ESE
GGIS 598,Graduate Capstone Project,2022,Regular,ESE
GGIS 599,Thesis Research,2022,Regular,ESE
GLBL 100,Intro to Global Studies,2022,Sustainability,LAS
GLBL 118,Natural Disasters,2022,Regular,LAS
GLBL 130,Resistance Movements,2022,Regular,LAS
GLBL 199,Undergraduate Open Seminar,2022,Regular,LAS
GLBL 201,Energy Systems,2022,Sustainability,LAS
GLBL 220,Governance,2022,Regular,LAS
GLBL 225,Career Development:Internships,2022,Regular,LAS
GLBL 240,Global Health,2022,Regular,LAS
GLBL 272,Language and Culture in Turkey,2022,Regular,LAS
GLBL 296,Global St Foundation Seminar,2022,Sustainability,LAS
GLBL 298,Global Studies Seminar Abroad,2022,Regular,LAS
GLBL 350,Poverty in a Global Context,2022,Regular,LAS
GLBL 440,Global Health: Interventions & Evaluations,2022,Regular,LAS
GLBL 481,Writing on Technol & Security,2022,Regular,LAS
GLBL 499,Special Topics,2022,Regular,LAS
GLBL 500,Global Society,2022,Regular,LAS
GMC 199,Undergraduate Open Seminar,2022,Regular,NA
GRK 101,Elementary Greek I,2022,Regular,LAS
GRK 199,Undergraduate Open Seminar,2022,Regular,LAS
GRK 201,Classical & Koine Greek I,2022,Regular,LAS
GRK 401,Survey of Greek Literature,2022,Regular,LAS
GRK 491,Readings in Greek Literature,2022,Regular,LAS
GRK 492,Senior Thesis,2022,Regular,LAS
GRK 493,Independent Reading,2022,Regular,LAS
GRK 599,Thesis Research,2022,Regular,LAS
GRKM 199,Undergraduate Open Seminar,2022,Regular,LAS
GRKM 201,Elementary Modern Greek I,2022,Regular,LAS
GRKM 403,Intermediate Modern Greek I,2022,Regular,LAS
GS 101,Exploring General Studies,2022,Regular,Unknown
GS 299,DGS Study Abroad,2022,Regular,Unknown
GSD 101,Introduction to Game Studies and Design,2022,Regular,Unknown
GSD 102,Introduction to the Videogame Industry,2022,Regular,Unknown
GSD 390,Special Topics in Game Studies & Design,2022,Regular,Unknown
GSD 403,An Introduction to Top Down Video Game Design,2022,Regular,Unknown
GSD 409,Design & Programming of Narrative Games & Simulations,2022,Regular,Unknown
GSD 500,Colloquium in Game Studies & Design,2022,Regular,Unknown
GWS 100,Intro Gender & Women's Studies,2022,Regular,LAS
GWS 201,"Race, Gender & Power",2022,Regular,LAS
GWS 218,Intro to Social Issues Theatre,2022,Regular,LAS
GWS 240,Gender & Sexuality in Greco-Roman Antiquity,2022,Regular,LAS
GWS 255,"Queer Lives, Queer Politics",2022,Regular,LAS
GWS 262,Women's Lives,2022,Regular,LAS
GWS 270,Sexuality and Literature,2022,Regular,LAS
GWS 275,The Politics of Fashion,2022,Regular,LAS
GWS 305,"Theories of Race, Gender, and Sexuality",2022,Regular,LAS
GWS 320,Gender & Latina/o Migration,2022,Regular,LAS
GWS 340,"Gender, Relationshps & Society",2022,Regular,LAS
GWS 343,Criminalization and Punishment,2022,Regular,LAS
GWS 345,Digital & Gender Cultures,2022,Regular,LAS
GWS 356,Sex & Gender in Popular Media,2022,Regular,LAS
GWS 366,Feminist Disability Studies,2022,Regular,LAS
GWS 370,Queer Theory,2022,Regular,LAS
GWS 383,Hist of Blk Women's Activism,2022,Regular,LAS
GWS 387,History of Sexuality in U.S.,2022,Regular,LAS
GWS 390,Individual Study,2022,Regular,LAS
GWS 392,Chicanas&Latinas: Self&Society,2022,Regular,LAS
GWS 395,Intermediate Topics GWS,2022,Regular,LAS
GWS 417,Leading Post-Perform Dialog,2022,Regular,LAS
GWS 418,Devising Social Issues Theatre,2022,Regular,LAS
GWS 424,Gender & Race in Contemp Arch,2022,Regular,LAS
GWS 432,Gender Communication,2022,Regular,LAS
GWS 442,"Body, Culture & Society",2022,Regular,LAS
GWS 445,Latina Literature,2022,Regular,LAS
GWS 454,Social Work with Women,2022,Regular,LAS
GWS 470,Transgender Studies,2022,Regular,LAS
GWS 475,Queering Legal Cultures,2022,Regular,LAS
GWS 478,"Sex, Power and Politics",2022,Regular,LAS
GWS 490,Individual Study,2022,Regular,LAS
GWS 540,Intersectional Pedagogies,2022,Regular,LAS
GWS 550,Feminist Theories & Methods,2022,Regular,LAS
GWS 575,Transnational Feminisms,2022,Regular,LAS
HDFS 101,"Opportunities, Careers in HDFS",2022,Regular,ACES
HDFS 105,Intro to Human Development,2022,Regular,ACES
HDFS 108,Grief and Loss Across the Lifespan,2022,Regular,ACES
HDFS 120,Intro to Family Studies,2022,Regular,ACES
HDFS 140,Intro Gender & Women's Studies,2022,Regular,ACES
HDFS 143,Biology of Human Behavior,2022,Regular,ACES
HDFS 199,Undergraduate Open Seminar,2022,Regular,ACES
HDFS 206,Early Childhood Curriculum Dev,2022,Regular,ACES
HDFS 208,"Child and Family Inclusion: Disability, Health, and Diversity",2022,Regular,ACES
HDFS 220,Families in Global Perspective,2022,Regular,ACES
HDFS 221,Asian Families in America,2022,Regular,ACES
HDFS 225,Close Relationships,2022,Regular,ACES
HDFS 259,Motor Development and Control,2022,Regular,ACES
HDFS 262,"Motor Develop, Growth & Form",2022,Regular,ACES
HDFS 263,"Diversity in Recreation, Sport, and Tourism",2022,Regular,ACES
HDFS 290,Intro to Research Methods,2022,Regular,ACES
HDFS 291,HDFS Career Planning & Preparation,2022,Regular,ACES
HDFS 294,Research Internship,2022,Regular,ACES
HDFS 295,Independent Study or Research,2022,Regular,ACES
HDFS 301,Infancy & Early Childhood,2022,Regular,ACES
HDFS 310,Adult Development,2022,Regular,ACES
HDFS 320,Families and the Law,2022,Regular,ACES
HDFS 330,Statistical Reasoning for Everyday Life,2022,Regular,ACES
HDFS 340,"Gender, Relationshps & Society",2022,Regular,ACES
HDFS 379,HDFS Study Abroad Experience,2022,Regular,ACES
HDFS 396,Honors Research or Thesis,2022,Regular,ACES
HDFS 398,Undergraduate Seminar,2022,Regular,ACES
HDFS 401,Socialization and Development,2022,Regular,ACES
HDFS 404,Gerontology,2022,Regular,ACES
HDFS 405,Adolescent Development,2022,Regular,ACES
HDFS 408,Hospitalized Children,2022,Regular,ACES
HDFS 424,Racial and Ethnic Families,2022,Regular,ACES
HDFS 425,Family Stress and Change,2022,Regular,ACES
HDFS 450,Practicum in HDFS,2022,Regular,ACES
HDFS 494,Applied Research Methods,2022,Regular,ACES
HDFS 499,Seminar,2022,Regular,ACES
HDFS 500,Professional Development,2022,Regular,ACES
HDFS 501,Human Development Theories,2022,Regular,ACES
HDFS 533,Community In American Society,2022,Regular,ACES
HDFS 550,Advanced Practicum in HDFS,2022,Regular,ACES
HDFS 581,Participatory Research Methods: An Introduction to Frameworks and Applications,2022,Regular,ACES
HDFS 590,Advanced Research Methods,2022,Regular,ACES
HDFS 595,Seminar,2022,Regular,ACES
HDFS 596,Advanced Studies in HDFS,2022,Regular,ACES
HDFS 597,Advanced Statistical Analysis,2022,Regular,ACES
HDFS 598,Special Problems in HDFS,2022,Regular,ACES
HDFS 599,Thesis Research,2022,Regular,ACES
HEBR 201,Elementary Modern Hebrew I,2022,Regular,LAS
HEBR 205,Intensive Biblical Hebrew,2022,Regular,LAS
HEBR 403,Intermediate Modern Hebrew I,2022,Regular,LAS
HEBR 405,Advanced Modern Hebrew I,2022,Regular,LAS
HIST 100,Global History,2022,Regular,LAS
HIST 103,A History of Everything: The Big Bang to Big Data,2022,Regular,LAS
