Code,Subject Name,Year,Type,School
ECE 120,Introduction to Computing,2022,Regular,Grainger
ECE 199,Undergraduate Open Seminar,2022,Regular,Grainger
ECE 200,Seminar,2022,Regular,Grainger
ECE 205,Electrical and Electronic Circuits,2022,Regular,Grainger
ECE 206,Electrical and Electronic Circuits Lab,2022,Regular,Grainger
ECE 210,Analog Signal Processing,2022,Regular,Grainger
ECE 211,Analog Circuits & Systems,2022,Regular,Grainger
ECE 220,Computer Systems & Programming,2022,Regular,Grainger
ECE 297,Individual Study,2022,Regular,Grainger
ECE 298,Special Topics,2022,Regular,Grainger
ECE 304,Photonic Devices,2022,Regular,Grainger
ECE 310,Digital Signal Processing,2022,Regular,Grainger
ECE 311,Digital Signal Processing Lab,2022,Regular,Grainger
ECE 313,Probability with Engrg Applic,2022,Regular,Grainger
ECE 314,Probability in Engineering Lab,2022,Regular,Grainger
ECE 316,Ethics and Engineering,2022,Regular,Grainger
ECE 329,Fields and Waves I,2022,Regular,Grainger
ECE 330,Power Ckts & Electromechanics,2022,Regular,Grainger
ECE 333,Green Electric Energy,2022,Sustainability,Grainger
ECE 340,Semiconductor Electronics,2022,Regular,Grainger
ECE 342,Electronic Circuits,2022,Regular,Grainger
ECE 343,Electronic Circuits Laboratory,2022,Regular,Grainger
ECE 350,Fields and Waves II,2022,Regular,Grainger
ECE 365,Data Science and Engineering,2022,Regular,Grainger
ECE 374,Introduction to Algorithms & Models of Computation,2022,Regular,Grainger
ECE 380,Biomedical Imaging,2022,Regular,Grainger
ECE 385,Digital Systems Laboratory,2022,Regular,Grainger
ECE 391,Computer Systems Engineering,2022,Regular,Grainger
ECE 395,Advanced Digital Projects Lab,2022,Regular,Grainger
ECE 396,Honors Project,2022,Regular,Grainger
ECE 397,Individual Study in ECE,2022,Regular,Grainger
ECE 398,Special Topics in ECE,2022,Regular,Grainger
ECE 401,Signal Processing,2022,Regular,Grainger
ECE 402,Electronic Music Synthesis,2022,Regular,Grainger
ECE 407,Cryptography,2022,Regular,Grainger
ECE 408,Applied Parallel Programming,2022,Regular,Grainger
ECE 410,Neural Circuits and Systems,2022,Regular,Grainger
ECE 411,Computer Organization & Design,2022,Regular,Grainger
ECE 414,Biomedical Instrumentation,2022,Regular,Grainger
ECE 415,Biomedical Instrumentation Lab,2022,Regular,Grainger
ECE 420,Embedded DSP Laboratory,2022,Regular,Grainger
ECE 421,Neural Interface Engineering,2022,Regular,Grainger
ECE 422,Computer Security I,2022,Regular,Grainger
ECE 424,Computer Security II,2022,Regular,Grainger
ECE 428,Distributed Systems,2022,Regular,Grainger
ECE 437,Sensors and Instrumentation,2022,Regular,Grainger
ECE 438,Communication Networks,2022,Regular,Grainger
ECE 439,Wireless Networks,2022,Regular,Grainger
ECE 444,IC Device Theory & Fabrication,2022,Regular,Grainger
ECE 445,Senior Design Project Lab,2022,Regular,Grainger
ECE 448,Artificial Intelligence,2022,Regular,Grainger
ECE 449,Machine Learning,2022,Regular,Grainger
ECE 453,Wireless Communication Systems,2022,Regular,Grainger
ECE 457,Microwave Devices & Circuits,2022,Regular,Grainger
ECE 459,Communications Systems,2022,Regular,Grainger
ECE 462,Logic Synthesis,2022,Regular,Grainger
ECE 463,Digital Communications Lab,2022,Regular,Grainger
ECE 464,Power Electronics,2022,Regular,Grainger
ECE 467,Biophotonics,2022,Regular,Grainger
ECE 469,Power Electronics Laboratory,2022,Regular,Grainger
ECE 470,Introduction to Robotics,2022,Regular,Grainger
ECE 471,Data Science Analytics using Probabilistic Graph Models,2022,Regular,Grainger
ECE 473,Fund of Engrg Acoustics,2022,Regular,Grainger
ECE 476,Power System Analysis,2022,Regular,Grainger
ECE 482,Digital IC Design,2022,Regular,Grainger
ECE 484,Principles of Safe Autonomy,2022,Regular,Grainger
ECE 486,Control Systems,2022,Regular,Grainger
ECE 490,Introduction to Optimization,2022,Regular,Grainger
ECE 491,Numerical Analysis,2022,Regular,Grainger
ECE 492,Parallel Progrmg: Sci & Engrg,2022,Regular,Grainger
ECE 493,Advanced Engineering Math,2022,Regular,Grainger
ECE 496,Senior Research Project,2022,Regular,Grainger
ECE 498,Special Topics in ECE,2022,Regular,Grainger
ECE 499,Senior Thesis,2022,Regular,Grainger
ECE 500,ECE Colloquium,2022,Regular,Grainger
ECE 511,Computer Architecture,2022,Regular,Grainger
ECE 515,Control System Theory & Design,2022,Regular,Grainger
ECE 517,Nonlinear & Adaptive Control,2022,Regular,Grainger
ECE 518,Adv Semiconductor Nanotech,2022,Regular,Grainger
ECE 520,EM Waves & Radiating Systems,2022,Regular,Grainger
ECE 523,Plasma Technology of Gaseous Electronics,2022,Regular,Grainger
ECE 524,Advanced Computer Security,2022,Regular,Grainger
ECE 527,System-On-Chip Design,2022,Regular,Grainger
ECE 530,Large-Scale System Analysis,2022,Regular,Grainger
ECE 534,Random Processes,2022,Regular,Grainger
ECE 535,Theory of Semicond & Devices,2022,Regular,Grainger
ECE 537,Speech Processing Fundamentals,2022,Regular,Grainger
ECE 544,Topics in Signal Processing,2022,Regular,Grainger
ECE 549,Computer Vision,2022,Regular,Grainger
ECE 551,Digital Signal Processing II,2022,Regular,Grainger
ECE 562,Advanced Digital Communication,2022,Regular,Grainger
ECE 563,Information Theory,2022,Regular,Grainger
ECE 566,Computational Inference and Learning,2022,Regular,Grainger
ECE 573,Power System Control,2022,Regular,Grainger
ECE 586,Topics in Decision and Control,2022,Regular,Grainger
ECE 590,Graduate Seminar in Special Topics,2022,Regular,Grainger
ECE 596,Master's Project,2022,Regular,Grainger
ECE 597,Individual Study in ECE,2022,Regular,Grainger
ECE 598,Special Topics in ECE,2022,Regular,Grainger
ECE 599,Thesis Research,2022,Regular,Grainger
ECON 102,Microeconomic Principles,2022,Regular,LAS
ECON 103,Macroeconomic Principles,2022,Regular,LAS
ECON 198,Economics at Illinois,2022,Regular,LAS
ECON 199,Undergraduate Open Seminar,2022,Regular,LAS
ECON 202,Economic Statistics I,2022,Regular,LAS
ECON 203,Economic Statistics II,2022,Regular,LAS
ECON 210,Environmental Economics,2022,Regular,LAS
ECON 298,Professional Economics Internship,2022,Regular,LAS
ECON 302,Inter Microeconomic Theory,2022,Regular,LAS
ECON 303,Inter Macroeconomic Theory,2022,Regular,LAS
ECON 399,Advanced Undergraduate Open Seminar,2022,Regular,LAS
ECON 402,American Economic History,2022,Regular,LAS
ECON 411,Public Sector Economics,2022,Regular,LAS
ECON 415,Environmental Economics,2022,Sustainability,LAS
ECON 425,Macroeconomic Policy,2022,Regular,LAS
ECON 426,Monetary Economics and Policy,2022,Regular,LAS
ECON 440,Economics of Labor Markets,2022,Regular,LAS
ECON 442,Women in the Economy,2022,Regular,LAS
ECON 447,Economics of the Workplace,2022,Regular,LAS
ECON 448,Employee Compensation and Incentives,2022,Regular,LAS
ECON 450,Development Economics,2022,Regular,LAS
ECON 455,Economics of Poverty Alleviation in Developing Countries,2022,Regular,LAS
ECON 456,Migration and Economic Development,2022,Regular,LAS
ECON 471,Intro to Applied Econometrics,2022,Regular,LAS
ECON 474,Econometrics of Policy Evaluation,2022,Regular,LAS
ECON 484,Law and Economics,2022,Regular,LAS
ECON 490,Topics in Economics,2022,Sustainability,LAS
ECON 491,Topics in Econometrics,2022,Regular,LAS
ECON 500,Microeconomics,2022,Regular,LAS
ECON 501,Macroeconomics,2022,Regular,LAS
ECON 502,Economic Statistics,2022,Regular,LAS
ECON 505,Introduction to Game Theory,2022,Regular,LAS
ECON 510,Economics of Taxation,2022,Regular,LAS
ECON 513,International Trade,2022,Regular,LAS
ECON 516,Monetary Theory,2022,Regular,LAS
ECON 519,Development and Growth Policy,2022,Regular,LAS
ECON 528,Microeconomics for Business,2022,Regular,LAS
ECON 530,Microeconomic Theory I,2022,Regular,LAS
ECON 531,Macroeconomic Theory I,2022,Regular,LAS
ECON 532,Econometric Analysis I,2022,Regular,LAS
ECON 541,Labor Economics II,2022,Regular,LAS
ECON 542,Collective Bargaining,2022,Regular,LAS
ECON 543,Workplace Dispute Resolution,2022,Regular,LAS
ECON 549,Environmental Economics,2022,Regular,LAS
ECON 551,Topics in Development Econ,2022,Regular,LAS
ECON 585,Topics in International Econ,2022,Regular,LAS
ECON 590,Individual Study and Research,2022,Regular,LAS
ECON 598,Workshop and Research Seminar,2022,Regular,LAS
EDPR 199,Undergraduate Open Seminar,2022,Regular,Education
EDPR 250,School & Community Experiences,2022,Regular,Education
EDPR 420,School Access & Supports,2022,Regular,Education
EDPR 432,Ed Prac in EC & ELED,2022,Regular,Education
EDPR 438,Educational Practice in Special Fields,2022,Regular,Education
EDPR 442,Educational Practice in Secondary Education,2022,Regular,Education
EDPR 550,School and Community Experience,2022,Regular,Education
EDUC 101,Education Orientation Seminar,2022,Regular,EDU
EDUC 102,Freshman Honors Seminar,2022,Regular,EDU
EDUC 199,Undergraduate Open Seminar,2022,Regular,EDU
EDUC 201,Identity and Difference in Education,2022,Regular,EDU
EDUC 202,"Social Justice, School and Society",2022,Regular,EDU
EDUC 299,Education Study Abroad,2022,Regular,EDU
EDUC 499,Education Abroad,2022,Regular,EDU
EIL 199,Undergraduate Open Seminar,2022,Regular,LAS
EIL 214,TESL in the Elementary School,2022,Regular,LAS
EIL 215,TESL in the Secondary School,2022,Regular,LAS
EIL 411,Intro to TESL Methodology,2022,Regular,LAS
EIL 422,Engl Grammar for ESL Teachers,2022,Regular,LAS
EIL 460,Principles of Language Testing,2022,Regular,LAS
EIL 587,Seminar in Second Lang Studies,2022,Regular,LAS
EIL 591,Research in Special Topics,2022,Regular,LAS
EIL 599,Thesis Research,2022,Regular,LAS
ENG 100,Grainger Engineering Orientation Seminar,2022,Regular,Grainger
ENG 101,Engineering at Illinois,2022,Regular,Grainger
ENG 110,Communicating and Presenting in Engineering,2022,Regular,Grainger
ENG 111,MEP Mentoring,2022,Regular,Grainger
ENG 177,Engineering First-Year Experience Seminars,2022,Regular,Grainger
ENG 198,Special Topics,2022,Regular,Grainger
ENG 199,Undergraduate Open Seminar,2022,Regular,Grainger
ENG 211,Empowering Academic Success,2022,Regular,Grainger
ENG 261,Technology & Mgmt Seminar,2022,Regular,Grainger
ENG 298,Special Topics,2022,Regular,Grainger
ENG 299,Engineering Study Abroad,2022,Regular,Grainger
ENG 300,Engineering Transfer Orientation,2022,Regular,Grainger
ENG 310,Engineering Internship,2022,Regular,Grainger
ENG 398,Special Topics,2022,Regular,Grainger
ENG 411,Engineering Ambassadors Leadership Training,2022,Regular,Grainger
ENG 471,Seminar Energy & Sustain Engrg,2022,Regular,Grainger
ENG 491,Interdisciplinary Design Proj,2022,Regular,Grainger
ENG 498,Special Topics,2022,Regular,Grainger
ENG 510,Engineering Practice,2022,Regular,Grainger
ENG 571,Theory Energy & Sustain Engrg,2022,Sustainability,Grainger
ENG 572,Professional Practicum,2022,Regular,Grainger
ENG 573,Capstone Project,2022,Regular,Grainger
ENG 591,Engineering Advanced Seminar,2022,Regular,Grainger
ENG 598,Special Topics,2022,Regular,Grainger
ENGL 104,Introduction to Film,2022,Regular,LAS
ENGL 109,Intro to Fiction-ACP,2022,Regular,LAS
ENGL 115,Intro to British Literature,2022,Regular,LAS
ENGL 116,Introduction to American Literature,2022,Regular,LAS
ENGL 119,Literature of Fantasy,2022,Regular,LAS
ENGL 121,Introduction to Comics,2022,Regular,LAS
ENGL 122,The Middle Ages in Popular Culture,2022,Regular,LAS
ENGL 199,Undergraduate Open Seminar,2022,Regular,LAS
ENGL 200,Introduction to the Study of Literature and Culture,2022,Regular,LAS
ENGL 206,Enlightenment Literature and Culture,2022,Regular,LAS
ENGL 207,Romantic Literature and Culture,2022,Regular,LAS
ENGL 208,Victorian Literature and Culture,2022,Regular,LAS
ENGL 209,Early British Literature and Culture,2022,Regular,LAS
ENGL 213,Modernist Literature and Culture,2022,Regular,LAS
ENGL 216,Legends of King Arthur,2022,Regular,LAS
ENGL 218,Introduction to Shakespeare,2022,Regular,LAS
ENGL 219,Literature and Medicine,2022,Regular,LAS
ENGL 221,Speculative Futures,2022,Regular,LAS
ENGL 222,Jewish American and US Minority Literatures in Dialogue,2022,Regular,LAS
ENGL 224,Latina/o Popular Culture,2022,Regular,LAS
ENGL 225,Intro to Latina/o Literature,2022,Regular,LAS
ENGL 245,The Short Story,2022,Regular,LAS
ENGL 251,The Twentieth-Century American Novel,2022,Regular,LAS
ENGL 255,Early American Literature and Culture,2022,Regular,LAS
ENGL 259,Early African American Literature and Culture,2022,Regular,LAS
ENGL 265,Intro to American Indian Lit,2022,Regular,LAS
ENGL 266,Grimm's Fairy Tales in Context,2022,Regular,LAS
ENGL 273,"American Cinema, 1950-2000",2022,Regular,LAS
ENGL 285,Postcolonial Literature in English,2022,Regular,LAS
ENGL 290,Individual Study,2022,Regular,LAS
ENGL 301,Introduction to Critical Theory,2022,Sustainability,LAS
ENGL 322,Dostoevsky,2022,Regular,LAS
ENGL 325,Topics in LGBT Literature and Film,2022,Regular,LAS
ENGL 350,"Writing about Literature, Text, and Culture",2022,Regular,LAS
ENGL 360,Environmental Writing,2022,Sustainability,LAS
ENGL 373,Special Topics in Film Studies,2022,Regular,LAS
ENGL 380,Topics in Writing Studies,2022,Regular,LAS
ENGL 390,Advanced Individual Study,2022,Regular,LAS
ENGL 391,Honors Individual Study,2022,Regular,LAS
ENGL 396,English Honors Seminar,2022,Sustainability,LAS
ENGL 402,Descriptive English Grammar,2022,Regular,LAS
ENGL 404,Engl Grammar for ESL Teachers,2022,Regular,LAS
ENGL 423,Milton,2022,Regular,LAS
ENGL 428,"British Drama, 1660-1800",2022,Regular,LAS
ENGL 435,Nineteenth-Century British Fiction,2022,Regular,LAS
ENGL 450,"Becoming Modern: American Literature, 1865-1914",2022,Regular,LAS
ENGL 455,Major Authors,2022,Regular,LAS
ENGL 477,Advanced Environmental Writing,2022,Regular,LAS
ENGL 481,Composition Theory and Practice,2022,Regular,LAS
ENGL 482,Writing Technologies,2022,Regular,LAS
ENGL 500,Intro to Criticism & Research,2022,Sustainability,LAS
ENGL 503,Historiography of Cinema,2022,Regular,LAS
ENGL 505,Writing Studies,2022,Regular,LAS
ENGL 524,Seminar in Early Modern Literature,2022,Regular,LAS
ENGL 547,Seminar Earlier American Lit,2022,Regular,LAS
ENGL 559,Seminar Afro-American Lit,2022,Regular,LAS
ENGL 564,Seminar Lit Modes and Genres,2022,Regular,LAS
ENGL 578,Seminar Lit &Other Disciplines,2022,Regular,LAS
ENGL 581,Seminar Literary Theory,2022,Regular,LAS
ENGL 584,Topics Discourse and Writing,2022,Regular,LAS
ENGL 591,Research in Special Topics,2022,Regular,LAS
ENGL 593,Professional Seminar in College Teaching,2022,Regular,LAS
ENGL 599,Thesis Research,2022,Regular,LAS
ENSU 303,Sustainable Business I,2022,Sustainability,ACES
ENVS 210,Environmental Economics,2022,Regular,ACES
ENVS 220,Communicating Agriculture,2022,Regular,ACES
ENVS 299,Ind Studies of Env. Topics,2022,Regular,ACES
ENVS 310,Natural Resource Economics,2022,Regular,ACES
ENVS 330,Environmental Communications,2022,Regular,ACES
ENVS 447,Environmental Sociology,2022,Regular,ACES
ENVS 480,Basic Toxicology,2022,Regular,ACES
ENVS 491,Sustainability Experience,2022,Regular,ACES
ENVS 492,"Sustainability, Energy and Environment Capstone",2022,Regular,ACES
ENVS 596,Interdisciplinary Tox Sem,2022,Regular,ACES
EPOL 199,Undergraduate Open Seminar,2022,Regular,EDU
EPOL 310,Race and Cultural Diversity,2022,Regular,EDU
EPOL 380,Education and Social Justice,2022,Regular,EDU
EPOL 390,Undergraduate Advanced Seminar,2022,Regular,EDU
EPOL 401,History of American Education,2022,Regular,EDU
EPOL 402,Asian American Education,2022,Regular,EDU
EPOL 403,Historical and Social Barriers,2022,Regular,EDU
EPOL 405,School and Society,2022,Regular,EDU
EPOL 409,Sociology of Education,2022,Regular,EDU
EPOL 410,Racial and Ethnic Families,2022,Regular,EDU
EPOL 470,Principles of Human Resource Education,2022,Regular,EDU
EPOL 472,Instructional and Training System Design,2022,Regular,EDU
EPOL 481,New Learning,2022,Regular,EDU
EPOL 483,Learning Technologies,2022,Regular,EDU
EPOL 485,Introduction to eLearning,2022,Regular,EDU
EPOL 490,Special Study and Investigation,2022,Regular,EDU
EPOL 500,Proseminar in EPOL,2022,Regular,EDU
EPOL 506,Contemporary Philosophy of Education,2022,Regular,EDU
EPOL 515,Introduction to Diversity & Equity,2022,Regular,EDU
EPOL 517,"Race, Gender and Sexuality Issues",2022,Regular,EDU
EPOL 520,Education and Globalization,2022,Regular,EDU
EPOL 521,Globalizing Educational Policy,2022,Regular,EDU
EPOL 522,Globalization of Higher Education,2022,Regular,EDU
EPOL 523,Global Issues in Learning,2022,Regular,EDU
EPOL 524,Education and Human Rights,2022,Regular,EDU
EPOL 530,Educational Politics and Policies,2022,Regular,EDU
EPOL 531,"Diversity, Leadership & Policy",2022,Regular,EDU
EPOL 535,Introduction to Educational Leadership,2022,Regular,EDU
EPOL 536,Leading School Improvement,2022,Regular,EDU
EPOL 540,Leading Learning-Centered Schools,2022,Regular,EDU
EPOL 542,Public School Finance,2022,Regular,EDU
EPOL 544,Organizational Theory for Educational Leaders,2022,Regular,EDU
EPOL 551,Organization of Higher Education,2022,Regular,EDU
EPOL 554,College Teaching,2022,Regular,EDU
EPOL 556,Access to Higher Education,2022,Regular,EDU
EPOL 558,The Community College,2022,Regular,EDU
EPOL 563,The College Student,2022,Regular,EDU
EPOL 566,Public Policy in Higher Education,2022,Regular,EDU
EPOL 571,Advanced Theories in Human Resource Development,2022,Regular,EDU
EPOL 575,Economics of Human Resources,2022,Regular,EDU
EPOL 577,International Human Resource Development,2022,Regular,EDU
EPOL 580,Ubiquitous Learning,2022,Regular,EDU
EPOL 581,"Knowledge, Learning and Pedagogy",2022,Regular,EDU
EPOL 586,General Field Research Seminar,2022,Regular,EDU
EPOL 587,Special Field Research Seminar,2022,Regular,EDU
EPOL 588,Methodology Research Seminar,2022,Regular,EDU
EPOL 590,Advanced Graduate Seminar,2022,Sustainability,EDU
EPOL 591,Thesis Seminar,2022,Regular,EDU
EPOL 595,Independent Study,2022,Regular,EDU
EPOL 597,Clinical Experience Administration,2022,Regular,EDU
EPOL 599,Thesis Research,2022,Regular,EDU
EPS 380,Education and Social Justice,2022,Regular,Education
EPS 402,Asian American Education,2022,Regular,Education
EPSY 201,Educational Psychology,2022,Regular,EDU
EPSY 202,Exploring Cultural Diversity,2022,Regular,EDU
EPSY 203,Social Issues Group Dialogues,2022,Regular,EDU
EPSY 220,Career Theory and Practice,2022,Regular,EDU
EPSY 222,Language & Culture of Deaf Communities,2022,Regular,EDU
EPSY 395,Independent Study,2022,Regular,EDU
EPSY 401,Child Language and Education,2022,Regular,EDU
EPSY 405,Personality and Soc Dev,2022,Regular,EDU
EPSY 407,Adult Learning and Development,2022,Regular,EDU
EPSY 408,Learning and Human Development with Educational Technology,2022,Regular,EDU
EPSY 419,Counseling Psychology Pre-Practicum,2022,Regular,EDU
EPSY 420,Theories of Psychotherapy,2022,Regular,EDU
EPSY 430,Early Adolescent Development,2022,Regular,EDU
EPSY 456,Human Performance and Cognition in Context,2022,Regular,EDU
EPSY 480,Educational Statistics,2022,Regular,EDU
EPSY 485,Assessing Student Performance,2022,Regular,EDU
EPSY 487,Principles of Language Testing,2022,Regular,EDU
EPSY 491,Educational Psychology Field Instruction,2022,Regular,EDU
EPSY 492,History and Systems of Psychology,2022,Regular,EDU
EPSY 508,Display/Interpretation of Data,2022,Regular,EDU
EPSY 510,Counseling Psych/Ethics ProSem,2022,Regular,EDU
EPSY 520,Counseling Psychology Practicum,2022,Regular,EDU
EPSY 521,Group Counseling,2022,Regular,EDU
EPSY 546,Human Factors in Health Care Engineering Systems,2022,Regular,EDU
EPSY 550,Methods of Educational Inquiry,2022,Regular,EDU
EPSY 551,Seminar in Cognitive Science,2022,Regular,EDU
EPSY 553,Global Issues in Learning,2022,Regular,EDU
EPSY 555,Advanced Educational Technologies for Engagement and Interactive Learning,2022,Regular,EDU
EPSY 563,Theories in Second Language Acquisition,2022,Regular,EDU
EPSY 574,Quasi-Experimental Design,2022,Regular,EDU
EPSY 575,Mixed Method Inquiry,2022,Regular,EDU
EPSY 578,Qualitative Inquiry Methods,2022,Regular,EDU
EPSY 579,Structural Equation Modeling,2022,Regular,EDU
EPSY 580,Statistical Inference in Education,2022,Regular,EDU
EPSY 584,Multivar Anlys in Psych and Ed,2022,Regular,EDU
EPSY 585,Theories of Measurement I,2022,Regular,EDU
EPSY 589,Categorical Data Analysis in Educational Psychology,2022,Regular,EDU
EPSY 590,Advanced Seminar in Educational Psychology,2022,Regular,EDU
EPSY 591,Field Study and Thesis Seminar,2022,Regular,EDU
EPSY 595,Independent Study,2022,Regular,EDU
EPSY 599,Thesis Research,2022,Regular,EDU
ERAM 550,Methods of Educational Inquiry,2022,Regular,Unknown
ERAM 552,The Role of Theory in Educational Research,2022,Regular,Unknown
ERAM 556,Program Evaluation,2022,Regular,Unknown
ERAM 560,Quantitative Policy Analysis,2022,Regular,Unknown
ERAM 574,Education Law,2022,Regular,Unknown
ERAM 576,Discourse Analysis,2022,Regular,Unknown
ESE 103,Earth's Physical Systems,2022,Regular,LAS
ESE 106,Geographies of Globalization,2022,Regular,LAS
ESE 118,Natural Disasters,2022,Regular,LAS
ESE 120,Severe and Hazardous Weather,2022,Regular,LAS
ESE 140,Climate and Global Change,2022,Regular,LAS
ESE 143,History of Life,2022,Regular,LAS
ESE 200,Earth Systems,2022,Regular,LAS
ESE 208,History of the Earth System,2022,Regular,LAS
ESE 210,Social & Environmental Issues,2022,Regular,LAS
ESE 287,Environment and Society,2022,Regular,LAS
ESE 289,Environment & Sustainability Field Study,2022,Regular,LAS
ESE 320,"Water Planet, Water Crisis",2022,Sustainability,LAS
ESE 360,Environmental Writing,2022,Regular,LAS
ESE 379,Introduction to Geographic Information Systems,2022,Regular,LAS
ESE 380,Spatial Problem Solving,2022,Regular,LAS
ESE 401,ESE Capstone,2022,Regular,LAS
ESE 410,Green Development,2022,Regular,LAS
ESE 466,Environmental Policy,2022,Regular,LAS
ESE 467,Multimedia Environmental Communications,2022,Sustainability,LAS
ESE 470,Introduction to Hydrogeology,2022,Regular,LAS
ESE 477,Advanced Environmental Writing,2022,Regular,LAS
ESE 486,Environmental Consulting,2022,Regular,LAS
ESE 497,Special Topics in ESE,2022,Regular,LAS
ESL 110,English Pronunciation & Oral Fluency,2022,Regular,LAS
ESL 111,Intro to Academic Writing I,2022,Regular,LAS
ESL 112,Intro to Academic Writing II,2022,Regular,LAS
ESL 115,Principles of Academic Writing,2022,Regular,LAS
ESL 504,English Pronunciation for ITAs,2022,Regular,LAS
ESL 506,Oral Communication for ITAs,2022,Regular,LAS
ESL 508,Seminar for Intl TAs,2022,Regular,LAS
ESL 510,English Pronunciation & Oral Fluency,2022,Regular,LAS
ESL 511,Written and Oral Communication,2022,Regular,LAS
ESL 512,Introduction to Academic Writing,2022,Regular,LAS
ESL 515,Introduction to Academic Writing,2022,Regular,LAS
ESL 521,Written and Oral Business Communication,2022,Regular,LAS
ESL 522,Introduction to Business Writing,2022,Regular,LAS
ESL 525,Elements of Business Writing,2022,Regular,LAS
ETMA 100,Technical Systems in Agr,2022,Regular,ACES
ETMA 103,Agricultural Machinery and Technology,2022,Regular,ACES
ETMA 130,Basics of CAD,2022,Regular,ACES
ETMA 199,Undergraduate Open Seminar,2022,Regular,ACES
ETMA 232,Materials and Construction Sys,2022,Regular,ACES
ETMA 233,Metallurgy & Welding Processes,2022,Regular,ACES
ETMA 293,Off-Campus Internship,2022,Regular,ACES
ETMA 295,Undergrad Research or Thesis,2022,Regular,ACES
ETMA 311,Humanity in the Food Web,2022,Regular,ACES
ETMA 352,Land and Water Mgt Systems,2022,Sustainability,ACES
ETMA 372,Environ Control & HVAC Systems,2022,Regular,ACES
ETMA 396,UG Honors Research or Thesis,2022,Regular,ACES
ETMA 422,Industrial and Agricultural Occupational Illness Prevention,2022,Regular,ACES
ETMA 430,Project Management,2022,Regular,ACES
ETMA 435,Elec Computer Ctrl Sys,2022,Regular,ACES
ETMA 438,Renewable Energy Applications,2022,Regular,ACES
ETMA 496,Independent Study,2022,Regular,ACES
ETMA 499,Seminar,2022,Regular,ACES
ETMA 501,Graduate Research I,2022,Regular,ACES
ETMA 594,Graduate Seminar,2022,Regular,ACES
ETMA 596,Independent Study,2022,Regular,ACES
ETMA 598,Special Topics,2022,Regular,ACES
ETMA 599,Thesis Research,2022,Regular,ACES
EURO 385,Politics of the European Union,2022,Regular,IGI
EURO 500,Dialogue on Europe,2022,Regular,IGI
EURO 501,EU Institutions and Governance,2022,Regular,IGI
EURO 590,Directed Ind Study,2022,Regular,IGI
EURO 599,Thesis Research,2022,Regular,IGI
FAA 101,Arts at Illinois,2022,Regular,FAA
FAA 110,Exploring Arts and Creativity,2022,Regular,FAA
FAA 201,Black Arts Today,2022,Regular,FAA
FAA 230,Sustainable Design of the Built Environment,2022,Sustainability,FAA
FAA 299,FAA Study Abroad,2022,Regular,FAA
FAA 398,Sustainable Design Internship,2022,Regular,FAA
FAA 430,Capstone Seminar,2022,Sustainability,FAA
FAA 499,Special Topics,2022,Regular,FAA
FIN 199,Undergraduate Open Seminar,2022,Regular,GIES
FIN 221,Corporate Finance,2022,Regular,GIES
FIN 230,Introduction to Insurance,2022,Regular,GIES
FIN 241,Fundamentals of Real Estate,2022,Regular,GIES
FIN 300,Financial Markets,2022,Regular,GIES
FIN 321,Advanced Corporate Finance,2022,Regular,GIES
FIN 390,Finance Academy,2022,Regular,GIES
FIN 391,Investment Banking Academy,2022,Regular,GIES
FIN 392,Investment Management Academy,2022,Regular,GIES
FIN 393,Risk Management Academy,2022,Regular,GIES
FIN 394,Women in Finance Academy,2022,Regular,GIES
FIN 411,Investment & Portfolio Mngt,2022,Regular,GIES
FIN 412,Options and Futures Markets,2022,Regular,GIES
FIN 415,Fixed Income Portfolios,2022,Regular,GIES
FIN 418,Financial Modeling,2022,Regular,GIES
FIN 419,Real Client Managed Portfolios,2022,Regular,GIES
FIN 423,Entrepreneurial Finance,2022,Regular,GIES
FIN 424,Mergers and Acquisition,2022,Regular,GIES
FIN 425,Private Equity/Venture Capital,2022,Regular,GIES
FIN 428,Cases in Financial Derivatives,2022,Regular,GIES
FIN 432,Managing Market Risks for Financial Institutions,2022,Regular,GIES
FIN 433,Corporate Risk Management,2022,Regular,GIES
FIN 434,Employee Benefit Plans,2022,Regular,GIES
FIN 435,Personal Wealth Management,2022,Regular,GIES
FIN 445,Real Estate Investment,2022,Regular,GIES
FIN 463,Investment Banking,2022,Regular,GIES
FIN 464,Applied Financial Analysis,2022,Regular,GIES
FIN 490,Special Topics in Finance,2022,Sustainability,GIES
FIN 494,Senior Research,2022,Regular,GIES
FIN 495,Senior Research,2022,Regular,GIES
FIN 500,Introduction to Finance,2022,Regular,GIES
FIN 501,Financial Economics,2022,Regular,GIES
FIN 502,Quantitative Finance,2022,Regular,GIES
FIN 503,Quantitative Finance II,2022,Regular,GIES
FIN 504,Accounting for Financial Analysis,2022,Regular,GIES
FIN 511,Investments,2022,Regular,GIES
FIN 512,Financial Derivatives,2022,Regular,GIES
FIN 514,Valuation of Complex Derivative Securities,2022,Regular,GIES
FIN 515,Fixed Income Portfolios,2022,Regular,GIES
FIN 516,Term Structure Models,2022,Regular,GIES
FIN 517,Advanced Term Structure Models,2022,Regular,GIES
FIN 518,Financial Modeling,2022,Regular,GIES
FIN 521,Advanced Corporate Finance,2022,Regular,GIES
FIN 522,Cases in Financial Strategy,2022,Regular,GIES
FIN 526,Investment Banking,2022,Regular,GIES
FIN 528,Cases in Financial Derivatives,2022,Regular,GIES
FIN 529,Applied Financial Analysis,2022,Regular,GIES
